code,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,largest_majority,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,news,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,serbian.4,bosniak.4,croatian.4,matched_percentage.4,percentage_bosniak.4,percentage_serbian.4,percentage_croatian.4,largest_majority_online_4,bosniak.3,serbian.3,croatian.3,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,time_online,fractionalization_offline_index,shannon_offline,activ,happiness,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,happier,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation
309,1,1,2,0,0,1,39,0.91,0.033,0.016,91,4,0,0,1,1,2,0,2,2,2,5,0,5,0,0,"TV,Facebook",4,1,1,1,4,3,0,0,0,4,0,0,18,2,44.23076923,78.26086957,0,8.695652174,78.26086957,18,1.5,3.5,44.23076923,78.26086957,6.52173913,15.2173913,78.26086957,0,0.170555,0.264556558,"1,3",0,3,3,2,2,2,2,1,3,2,0,1,1,-1,1,1,-1,0,1,1,100,50,1,2,4,1,2,1,7,-3,-3,-3,2,1,1,-3,7,3,3,1,-3,-3,0,-3,-1,-1,0,-3,2,-1,0,0,-1,-1,4,-2,1,4,-4,-2,0,0,-2,"Sarajevo,Zenica,Bijeljina,Livno"
310,1,1,2,0,1,1,19,0.91,0.033,0.016,91,4,2,1,1,1,2,2,1,1,2,5,0,4,0,0,Online website stranice,4,2,1,1,4,4,2,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.170555,0.264556558,"4,5",-4,5,2,2,3,2,4,1,5,4,-3,0,0,-1,0,0,1,1,1,0,90,90,2,3,1,2,4,3,6,-3,-2,-3,0,2,4,3,4,0,2,1,0,-2,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
311,1,1,2,0,0,1,31,0.84,0.075,0.022,84,4,3,1,1,1,3,3,1,1,2,5,0,3,0,0,"TV,Online website stranice,Facebook",4,3,1,1,4,4,2,2,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,"1,3,4,5",4,4,2,1,3,3,4,1,4,4,-4,1,1,0,0,1,0,0,0,1,90,70,1,1,1,1,3,1,7,-3,-3,-3,-3,1,2,0,4,-3,3,3,-3,-3,-3,0,0,0,-3,4,0,0,0,0,0,0,0,-4,0,4,4,0,0,0,0,"Zenica,Tuzla,Druga lokacija"
312,0,1,2,1,1,1,36,0.84,0.075,0.022,84,4,4,2,3,2,3,2,2,3,3,0,0,5,0,0,"Online website stranice,Facebook",5,4,3,2,4,3,4,2,2,2,3,0,10,2,26,76.92307692,0,15.38461538,76.92307692,10,1,2,26,76.92307692,7.692307692,15.38461538,76.92307692,766,0.288291,0.424694565,"4,6",-4,5,1,2,1,2,4,1,4,1,-4,3,1,-1,0,-1,0,0,1,1,82,82,1,2,1,1,2,3,6,-3,-3,-1,3,1,1,3,7,3,3,3,0,-3,-3,-2,3,4,4,4,0,0,-4,1,-4,-2,0,-4,0,-4,-4,-4,4,4,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
313,0,2,2,0,1,1,19,0.84,0.075,0.022,84,4,4,0,2,1,2,3,1,2,4,5,0,5,0,0,"Online website stranice,Facebook",1,1,1,1,4,4,2,2,1,2,2,0,10,2,26,76.92307692,0,15.38461538,76.92307692,NA,NA,NA,NA,NA,NA,NA,NA,379,0.288291,0.424694565,4,2,4,3,2,4,1,4,1,4,2,2,1,0,1,0,1,-1,0,1,-1,87,90,1,2,1,3,3,1,7,-3,-3,-3,0,0,1,3,7,0,3,3,-3,-3,-3,-3,3,-2,0,-2,-2,0,0,0,-2,0,-1,0,-1,4,0,0,1,0,-1,Zenica
314,0,2,4,0,0,1,34,0.84,0.075,0.022,84,4,4,2,3,2,3,1,1,2,3,0,0,5,0,0,"TV,Online website stranice,Facebook",4,3,2,2,4,3,3,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,0.288291,0.424694565,"4,6",-4,5,1,1,3,1,5,1,5,2,-4,2,0,1,0,1,1,1,1,1,71,89,2,2,2,2,1,2,6,-2,-3,-3,1,4,7,3,7,0,3,3,-3,-3,-3,3,-3,0,1,-2,-3,-3,0,0,-2,0,0,0,-2,-1,-4,-1,3,2,-4,Zenica
315,1,1,2,0,0,1,19,0.84,0.075,0.022,84,4,3,1,1,1,2,2,1,0,3,5,4,5,1,1,"Online website stranice,Facebook",2,1,2,1,3,3,3,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,5,-3,2,4,4,4,3,2,4,2,2,-4,2,0,0,0,1,0,0,0,1,50,10,1,1,0,2,1,1,7,-3,-3,-3,-3,10,1,-2,7,-2,3,3,-3,-3,-3,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
316,1,2,2,0,-2,1,20,0.84,0.075,0.022,84,4,4,2,2,3,4,4,1,3,4,5,3,5,0,0,"TV,Online website stranice",3,1,1,1,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,"1,3,5",4,4,2,2,3,1,3,1,4,0,0,1,0,1,-1,1,0,-1,0,-1,80,100,2,2,2,3,4,3,7,-2,-2,-3,-2,6,2,-2,4,-1,3,3,-1,-1,-2,2,3,-1,-3,-2,-1,0,0,0,-1,0,4,-2,0,4,-2,4,4,-1,4,"Doboj,Tuzla,Prijedor,Livno,Druga lokacija"
317,1,2,2,0,1,1,20,0.84,0.075,0.022,84,4,4,2,2,3,4,4,1,3,4,5,3,5,0,0,"TV,Online website stranice",3,1,1,1,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,"1,4,6",-3,4,2,1,3,3,5,1,5,4,-3,2,0,1,-1,-1,1,-1,1,1,41,100,2,3,3,4,3,4,6,1,-1,-1,-2,4,5,3,5,-1,3,1,-1,-1,0,1,3,-2,3,-2,-1,0,-1,-2,-3,0,-3,-4,3,-1,-4,0,3,2,-4,"Sarajevo,Zenica,Tuzla,Druga lokacija"
318,0,1,2,0,1,1,35,0.84,0.075,0.022,84,4,4,3,3,2,4,1,4,4,4,5,0,5,0,0,"TV,Novine (print),Online website stranice,Facebook",5,4,3,2,4,4,4,4,4,3,2,17,751,30,81.5324165,90.48192771,2.048192771,3.614457831,90.48192771,754.3333333,33.83333333,40.33333333,81.38506876,91.04807886,4.083685375,4.868235767,91.04807886,856,0.288291,0.424694565,4,-4,5,1,1,2,1,5,1,5,4,-4,3,0,1,0,1,0,1,1,1,90,90,1,2,2,3,4,1,6,-3,-3,-3,3,0,4,-3,7,-3,3,3,-3,-3,-3,-3,3,0,0,4,4,0,-4,-4,2,-4,4,4,-4,4,4,0,-4,-4,4,Zenica
319,0,1,2,0,1,1,35,0.84,0.075,0.022,84,4,4,3,3,2,4,1,4,4,4,5,0,5,0,0,"TV,Novine (print),Online website stranice,Facebook",5,4,3,2,4,4,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288291,0.424694565,4,-1,4,1,3,3,3,4,2,4,3,-3,1,0,0,0,0,-1,0,0,1,100,100,1,2,1,2,2,3,7,-3,-3,-3,-1,2,4,2,6,2,3,3,-1,-2,0,1,0,-4,0,-3,-4,0,2,-1,-3,3,2,0,-2,-2,2,0,-2,2,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija"
320,1,1,2,1,0,1,28,0.84,0.075,0.022,84,4,4,2,1,2,4,1,3,3,4,5,0,5,0,0,"TV,Facebook",5,2,3,1,4,2,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,"3,4",-4,5,1,1,2,3,4,1,4,4,-3,2,1,1,1,-1,-1,0,0,1,31,100,2,3,1,3,3,4,5,-3,-2,-2,2,2,5,2,4,-1,3,1,-1,-1,-1,-1,-1,4,2,-2,-3,-2,1,-2,2,-1,1,3,-1,0,2,2,4,2,0,"Zenica,Prijedor,Tomislavgrad"
321,1,1,2,0,1,1,20,0.84,0.075,0.022,84,4,4,0,1,1,3,3,0,1,4,5,0,5,0,0,"Online website stranice,Facebook",2,2,1,2,4,4,3,1,2,1,2,7,645,22,78.70472009,89.958159,0.976290098,3.068340307,89.958159,652.1666667,25.66666667,37.16666667,78.48518112,91.21212121,3.58974359,5.198135198,91.21212121,0,0.288291,0.424694565,"1,5",-4,4,1,1,2,2,5,1,5,4,4,2,0,1,0,1,0,0,0,1,90,90,2,2,1,2,2,2,6,-3,-3,-3,-3,2,4,-2,7,-3,3,3,-2,-3,-3,3,3,-2,-2,-4,-4,0,1,-1,-3,-1,-2,-2,-2,-2,-2,0,-1,1,-3,Zenica
322,1,2,2,0,2,2,20,0.84,0.075,0.022,84,4,4,1,0,1,2,3,1,1,4,5,1,5,0,0,"Online website stranice,Facebook",4,1,1,1,4,4,4,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,"1,6",2,2,3,2,2,4,4,3,4,0,2,2,0,1,0,1,0,0,1,1,10,75,1,1,1,3,3,2,3,-3,-3,-3,2,1,4,2,4,2,3,2,-2,-1,-1,-3,3,4,4,2,3,-4,-2,-4,3,0,1,-3,2,3,0,-1,-1,1,1,Zenica
323,0,2,4,1,1,1,22,0.84,0.075,0.022,84,4,4,2,3,3,4,3,4,4,4,5,2,5,1,0,"TV,Online website stranice,Facebook",5,4,3,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288291,0.424694565,1,-4,4,2,1,4,3,4,3,4,4,1,3,0,1,0,1,0,1,1,1,64,100,1,2,2,2,2,3,6,-3,-3,-3,-1,1,5,0,1,-3,0,3,-2,-2,-2,0,1,1,-1,-1,-3,0,-4,0,-1,-3,1,0,0,0,0,0,0,0,0,Druga lokacija
324,0,2,2,0,-2,1,18,0.84,0.075,0.022,84,4,4,2,2,3,2,2,3,3,3,5,5,5,0,0,Facebook,0,2,2,1,2,3,2,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288291,0.424694565,1,-2,3,4,3,2,5,3,3,4,4,-1,1,-1,-1,1,0,1,-1,0,1,100,100,1,1,2,2,1,1,7,-3,-3,-3,-3,0,2,-3,7,-3,3,3,-3,-3,-3,0,3,0,-4,-1,1,0,-1,-1,-4,0,-1,-2,-2,0,0,-1,-1,-1,0,"Zenica,Banja Luka"
325,1,2,3,0,1,1,23,0.84,0.075,0.022,84,4,3,1,1,2,2,2,0,1,4,5,1,5,1,1,"Online website stranice,Facebook",4,2,1,1,4,4,4,2,3,3,4,38,16,39,79.55555556,8.938547486,21.22905028,21.7877095,21.7877095,16.5,94.5,68,79.55555556,9.217877095,52.79329609,37.98882682,52.79329609,0,0.288291,0.424694565,5,3,4,3,2,2,1,4,1,3,3,3,1,0,-1,0,-1,-1,1,1,0,60,90,2,2,2,3,4,3,6,-2,-2,-2,1,5,5,2,6,3,3,3,-2,-1,-1,-1,-1,0,0,-3,-3,0,0,0,-3,0,-3,0,0,-3,-3,0,0,0,-3,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
326,0,2,2,0,1,1,22,0.84,0.075,0.022,84,4,4,2,3,3,4,2,3,1,4,5,0,5,0,0,"Online website stranice,Facebook",1,1,1,1,4,4,4,3,4,4,4,7,1225,17,78.83792049,95.03491078,0.543056633,1.318851823,95.03491078,1224.333333,25.33333333,34.83333333,78.56269113,95.31594654,1.972233035,2.711820423,95.31594654,633,0.288291,0.424694565,2,-4,4,1,2,4,3,5,1,4,4,-4,2,-1,1,0,-1,0,0,1,1,70,100,1,2,1,3,3,2,5,-3,-3,-3,-1,0,4,-3,4,0,3,3,-3,-3,-3,0,3,-1,-4,3,-2,0,2,2,0,0,-1,-4,0,3,-2,0,2,2,0,"Zenica,Bijeljina,Prijedor,Tomislavgrad,Livno"
327,0,1,3,0,1,1,34,0.84,0.075,0.022,84,4,4,2,2,2,3,3,2,1,3,3,0,2,0,0,Online website stranice,2,1,1,1,4,3,4,3,2,3,4,0,6,0,71.42857143,60,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,1103,0.288291,0.424694565,"1,6",3,5,1,1,2,2,4,1,4,4,3,2,0,1,0,1,1,0,0,1,90,90,1,1,1,3,4,1,7,-2,-3,-3,-2,2,7,2,7,1,2,2,-2,-2,-2,-1,2,-3,0,-2,-2,0,0,1,0,0,-2,-2,-2,0,-3,0,0,2,0,Zenica
328,0,2,2,0,1,1,18,0.84,0.075,0.022,84,4,2,0,2,1,3,4,1,2,3,5,2,5,0,0,"Online website stranice,Facebook",2,2,1,1,4,4,2,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0.288291,0.424694565,1,-4,4,3,3,4,2,4,4,3,4,-3,1,0,0,0,-1,0,0,0,0,50,50,1,2,2,3,5,3,6,-3,-3,-3,3,3,4,2,7,3,3,3,-2,-1,-3,3,-1,0,1,-3,-3,0,0,0,-2,-1,-1,-2,0,-2,-2,0,0,0,-1,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija"
329,1,2,4,0,1,1,21,0.84,0.075,0.022,84,4,4,2,2,1,3,3,1,1,2,5,4,4,1,0,"TV,Online website stranice,Facebook",1,2,3,1,4,3,4,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,"1,2",-3,3,3,2,4,4,4,5,3,3,0,3,0,1,0,1,-1,0,1,0,17,80,2,2,0,2,Prili_no,Prili_no,5,-2,-3,-3,-1,2,4,1,1,1,2,3,-2,-2,0,-3,3,0,-3,0,0,0,0,0,0,0,4,2,-4,1,3,0,-2,0,0,"Zenica,Svejedno"
330,0,2,2,0,1,1,22,0.84,0.075,0.022,84,4,4,2,2,2,3,4,1,1,4,4,0,5,0,0,"TV,Online website stranice,Facebook",2,2,1,1,4,4,3,3,2,3,4,13,758,39,82.23028105,83.5722161,1.433296582,4.299889746,83.5722161,758,63,81,81.77697189,84.03547672,6.984478936,8.980044346,84.03547672,663,0.288291,0.424694565,5,-3,4,3,1,5,4,5,1,4,4,0,1,1,1,-1,1,-1,0,1,1,40,80,1,2,2,5,4,4,5,-3,-3,-3,-2,3,3,3,7,-1,3,3,-3,-3,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica
331,1,2,4,1,1,1,24,0.84,0.075,0.022,84,4,4,2,2,2,3,3,2,1,4,5,0,2,0,0,Ne pratim vijesti,0,1,1,1,4,4,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,"1,4,5",-2,3,1,1,1,1,5,1,5,3,-2,2,-1,1,0,0,0,1,-1,1,100,100,1,2,0,2,2,2,7,-3,-3,-3,-3,1,4,-2,7,0,3,-3,-3,-3,-3,-3,3,2,-4,4,-1,-4,-4,-4,4,-2,4,-4,-2,4,4,-4,-4,-4,4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
332,1,2,2,0,1,1,18,0.84,0.075,0.022,84,4,2,0,3,2,1,1,2,1,4,5,2,5,0,0,"Online website stranice,Ne pratim vijesti",0,2,1,1,4,4,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,"1,4",-4,4,1,1,1,2,5,1,5,0,-2,2,0,0,0,0,0,0,0,0,90,80,1,3,2,3,3,3,6,-1,-3,-3,0,5,3,-3,1,-1,0,1,-3,-1,-3,-3,-3,4,3,3,3,3,-3,-3,0,-1,0,0,0,0,0,0,0,0,0,Zenica
333,0,1,2,0,1,1,21,0.84,0.075,0.022,84,4,4,1,1,2,4,2,1,1,4,5,0,5,0,0,"TV,Online website stranice,Facebook",3,1,1,1,4,4,0,2,0,3,2,7,448,25,79.29984779,85.98848369,1.343570058,4.798464491,85.98848369,449.8333333,26.83333333,41.83333333,78.91933029,86.75666988,5.175184828,8.068145291,86.75666988,604,0.288291,0.424694565,5,-1,3,2,1,3,2,4,2,4,4,-2,2,0,1,0,1,0,0,0,1,100,100,1,1,2,5,1,1,7,-3,-3,-3,-2,0,4,-3,7,-2,3,3,-3,-3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica
334,0,2,2,0,1,1,22,0.84,0.075,0.022,84,3,4,1,1,2,2,4,1,1,4,5,2,5,0,0,"Online website stranice,Facebook",5,2,1,1,4,4,4,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,0.288291,0.424694565,"1,4",-4,4,1,2,1,2,4,2,5,2,-2,1,0,1,1,1,-1,1,1,1,85,100,2,3,1,5,4,5,6,-3,-3,-3,-1,5,1,-3,5,-3,3,3,-3,-3,-3,-3,3,-4,-4,-3,-3,-2,4,4,-3,4,-4,-4,4,-1,0,0,4,4,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
335,0,2,4,1,1,1,24,0.84,0.075,0.022,84,4,4,3,2,2,4,1,1,3,4,5,0,5,0,0,Facebook,5,2,1,2,4,4,3,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,0.288291,0.424694565,6,4,4,2,3,2,2,4,2,4,4,-3,3,1,1,-1,1,0,0,-1,1,80,80,3,1,2,2,2,1,3,-1,-1,-3,0,4,6,2,1,2,-3,3,-3,-3,-3,0,-1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,Zenica
336,1,2,2,0,1,1,20,0.84,0.075,0.022,84,4,4,1,2,1,4,3,2,4,4,5,0,5,0,0,"Online website stranice,Facebook",4,2,2,3,4,4,3,3,3,3,2,0,103,10,84.39716312,86.55462185,0,8.403361345,86.55462185,105,2,12,84.39716312,88.23529412,1.680672269,10.08403361,88.23529412,0,0.288291,0.424694565,1,1,4,3,3,5,2,4,2,4,3,0,1,0,0,-1,1,0,1,1,0,100,64,2,2,3,5,4,1,7,-3,-3,-3,0,1,7,-3,7,-3,-3,1,-3,-3,1,0,3,-4,-2,-1,-1,0,3,3,-2,0,3,-4,-2,2,2,0,3,-2,2,Zenica
337,1,2,4,0,1,1,22,0.84,0.075,0.022,84,4,4,0,1,1,2,3,0,1,2,5,0,5,0,0,Facebook,1,1,1,2,4,3,4,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,5,-4,4,2,1,1,2,4,1,4,4,2,2,0,1,0,1,0,0,0,1,50,80,2,3,2,3,4,4,6,-1,-1,-1,1,5,5,3,7,1,3,3,-1,-1,-1,1,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
338,0,2,2,0,3,1,20,0.84,0.075,0.022,84,4,2,1,0,1,1,2,1,1,4,5,2,5,0,0,Ne pratim vijesti,0,1,1,1,4,2,0,3,0,2,4,54,2067,165,76.06019152,74.35251799,1.942446043,5.935251799,74.35251799,2086.333333,298.8333333,381.3333333,75.69083447,75.41418158,10.80185553,13.78396289,75.41418158,83,0.288291,0.424694565,4,1,3,5,4,5,1,3,1,3,4,-1,1,0,1,0,1,0,-1,-1,1,100,100,2,2,1,2,5,1,7,-3,-3,-3,-3,0,4,-1,7,-1,3,3,-3,-3,0,1,-1,0,0,-2,-1,0,0,0,0,0,-1,0,0,-2,0,0,0,0,-1,"Zenica,Doboj"
339,1,2,2,0,0,1,19,0.84,0.075,0.022,84,4,4,0,2,0,3,4,2,4,4,5,1,5,0,0,"Online website stranice,Facebook",0,1,1,0,4,4,4,4,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.288291,0.424694565,1,-1,3,3,2,2,2,4,1,3,4,0,3,-1,0,0,-1,0,1,1,-1,14,100,2,2,0,2,3,4,6,-3,-3,-3,2,0,2,3,4,3,3,3,-3,-3,0,-3,3,0,0,0,0,0,0,0,0,0,4,-2,-4,4,1,-1,-4,-4,4,Zenica
340,0,2,2,0,1,1,34,0.84,0.075,0.022,84,4,4,1,4,1,4,1,3,1,4,5,1,5,0,0,Facebook,2,2,1,1,4,2,3,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,0.288291,0.424694565,5,2,4,2,2,2,2,4,2,3,4,0,1,0,1,1,1,-1,-1,1,1,50,80,2,2,2,3,3,4,5,-3,-2,-3,1,5,5,3,4,2,3,2,0,-2,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,4,1,0,-2,-1,2,Tuzla
341,1,1,2,0,1,1,19,0.84,0.075,0.022,84,4,4,1,0,1,2,3,1,0,2,5,0,5,0,0,"Online website stranice,Facebook",4,1,1,1,4,2,4,1,3,3,4,231,59,105,63.62192216,7.365792759,28.83895131,13.10861423,28.83895131,64,475.5,260.5,63.54249404,8,59.4375,32.5625,59.4375,0,0.288291,0.424694565,5,0,5,2,2,3,2,5,3,4,3,-4,1,0,1,0,-1,0,1,0,1,89,100,1,2,1,3,3,4,6,-3,-3,-3,-3,1,2,-1,5,-2,2,2,-3,-3,-3,-3,3,4,4,4,4,0,-3,-3,-3,-2,0,-1,0,3,-4,0,3,0,-2,Zenica
342,0,2,4,0,1,1,24,0.84,0.075,0.022,84,4,4,0,1,1,3,4,3,2,3,5,0,3,0,0,"Online website stranice,Facebook",4,1,2,1,4,4,2,0,2,2,3,0,103,10,84.39716312,86.55462185,0,8.403361345,86.55462185,105,2,12,84.39716312,88.23529412,1.680672269,10.08403361,88.23529412,433,0.288291,0.424694565,1,4,4,1,2,3,1,4,1,4,2,-4,2,0,1,0,1,0,1,1,0,0,50,1,1,1,3,3,1,7,-3,-3,-3,-1,0,7,1,7,2,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
343,0,1,2,0,1,1,24,0.84,0.075,0.022,84,4,4,2,1,1,3,2,2,2,3,5,0,5,0,0,"Online website stranice,Facebook",1,1,1,1,4,4,4,4,4,3,4,3,345,8,86.492891,94.52054795,0.821917808,2.191780822,94.52054795,345.8333333,8.333333333,9.833333333,86.25592417,95.00915751,2.289377289,2.701465201,95.00915751,372,0.288291,0.424694565,1,-4,3,3,4,2,2,4,2,3,4,2,2,1,-1,0,1,0,1,1,1,85,93,1,1,1,3,3,3,6,-3,-3,-3,-3,2,4,-1,6,-2,3,2,-3,-1,-3,1,3,-1,2,-3,-2,0,-1,-1,-2,-1,-1,2,-1,1,1,0,-1,-2,-1,"Sarajevo,Zenica,Tuzla"
344,0,2,2,0,1,1,36,0.84,0.075,0.022,84,4,4,2,2,3,2,0,0,0,4,5,5,5,0,0,Facebook,5,3,2,4,4,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,0.288291,0.424694565,4,3,4,2,1,1,2,4,2,4,3,3,2,0,0,0,0,0,0,1,1,52,100,1,1,3,3,3,2,1,-3,-3,-3,-3,0,4,0,4,-3,-3,-3,-3,-3,-3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica
345,0,2,2,0,0,1,24,0.84,0.075,0.022,84,4,4,2,2,2,3,4,2,2,4,5,0,5,0,0,Facebook,4,1,1,1,4,3,3,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,0.288291,0.424694565,1,1,4,3,3,4,5,3,4,3,3,4,3,0,-1,0,-1,0,0,1,1,94,97,1,2,1,2,2,3,6,-3,-2,-3,0,1,4,-1,7,0,3,3,-2,-1,-3,0,3,-4,0,-3,-3,0,3,3,-3,0,-1,1,1,0,-2,-2,-2,2,-2,"Sarajevo,Zenica"
346,1,2,1,0,1,1,44,0.388,0.589,0.017,58.9,4,4,2,2,2,3,4,3,4,4,5,0,2,0,0,Facebook,5,1,1,1,4,2,3,0,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.502246,0.748381027,4,-3,3,4,3,3,1,4,1,4,0,0,2,0,1,0,-1,0,0,0,1,50,100,1,1,0,3,5,1,6,-3,-3,-3,-3,2,1,-3,4,3,3,3,-3,-3,-3,-3,-3,4,4,4,4,4,-4,-4,4,-4,4,4,4,4,4,4,4,4,4,Druga lokacija
347,0,2,2,0,1,1,22,0.919,0.043,0.004,91.9,4,4,1,2,1,2,3,0,1,4,5,0,3,0,0,Facebook,5,2,1,1,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0.153574,0.235014871,5,-3,5,3,3,4,2,4,3,3,3,1,1,0,-1,0,1,0,0,0,1,50,90,2,2,2,1,4,3,6,-3,-3,-3,-2,1,4,-1,4,0,2,2,-1,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Tuzla"
