code,attrition,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,fractionalization_offline_index,shannon_offline,activ,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation,online_data
346,0,1,2,1,0,1,1,44,0.388,0.589,0.017,4,4,2,2,2,3,4,3,4,4,5,0,2,0,0,5,1,1,1,4,2,3,0,4,0,3,NA,NA,NA,NA,NA,0.502246,0.748381027,4,3,4,3,3,1,4,1,4,0,2,0,1,0,-1,0,0,0,1,50,100,1,1,0,3,5,1,6,-3,-3,-3,-3,2,1,-3,4,3,3,3,-3,-3,-3,-3,-3,4,4,4,4,4,-4,-4,4,-4,4,4,4,4,4,4,4,4,4,Druga lokacija,0
347,0,0,2,2,0,1,1,22,0.919,0.043,0.004,4,4,1,2,1,2,3,0,1,4,5,0,3,0,0,5,2,1,1,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,0.153574,0.235014871,5,5,3,3,4,2,4,3,3,3,1,0,-1,0,1,0,0,0,1,50,90,2,2,2,1,4,3,6,-3,-3,-3,-2,1,4,-1,4,0,2,2,-1,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Tuzla",0
348,0,0,1,4,0,1,1,26,0.919,0.043,0.004,4,3,1,2,2,4,3,2,4,4,5,0,5,0,0,4,2,2,2,4,3,3,3,2,3,2,NA,NA,NA,NA,NA,0.153574,0.235014871,6,3,2,2,4,2,3,2,3,3,2,-1,1,0,0,1,1,1,1,90,90,2,2,1,2,2,2,7,-3,-2,-2,1,3,4,-3,7,2,3,2,0,-2,-2,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",0
349,0,1,2,2,0,1,1,19,0.919,0.043,0.004,4,4,1,3,1,4,2,3,2,4,5,0,5,0,0,5,2,3,2,4,4,3,1,1,3,3,NA,NA,NA,NA,NA,0.153574,0.235014871,"1,4,5",4,2,3,3,3,4,3,4,4,2,0,0,0,0,0,0,0,0,65,85,2,3,1,3,3,1,6,0,-3,-3,-3,5,1,0,6,2,1,-1,0,2,0,0,2,-4,0,-2,-3,0,2,0,-3,0,-4,0,0,3,-3,0,0,2,-3,Tuzla,0
350,0,0,1,4,1,1,1,55,0.919,0.043,0.004,4,4,2,2,2,3,4,1,1,3,0,0,5,0,0,4,2,1,1,4,3,4,3,4,3,2,NA,NA,NA,NA,NA,0.153574,0.235014871,"2,6",4,1,2,2,3,4,2,4,3,3,1,1,1,-1,1,1,0,1,50,90,2,3,1,4,1,4,3,-1,-1,1,2,5,1,3,5,1,3,2,1,1,1,1,-1,0,0,0,0,0,0,-1,-1,0,1,2,-1,1,1,-1,-1,-1,1,"Tuzla,Tomislavgrad,Livno",0
351,0,0,2,2,0,3,1,26,0.919,0.043,0.004,4,4,1,2,3,4,4,1,2,4,5,1,4,0,0,4,1,2,1,4,3,4,2,3,3,2,81.38506876,91.04807886,4.083685375,4.868235767,91.04807886,0.153574,0.235014871,"1,4",5,2,1,2,2,5,1,5,4,2,0,-1,0,1,1,1,1,1,72,100,1,2,1,3,3,3,6,-3,-3,-3,-3,1,1,0,4,-3,3,2,-3,-3,-3,0,2,0,-3,0,-4,-1,-2,-2,-4,-4,-2,-2,-3,-3,-3,-2,-3,-3,-4,"Sarajevo,Zenica,Tuzla,Bijeljina,Tomislavgrad,Livno",1
352,0,1,1,2,0,2,2,19,0.337,0.002,0.656,4,4,1,0,0,3,4,3,2,3,5,0,5,0,0,2,1,1,0,3,4,2,1,3,3,1,NA,NA,NA,NA,NA,0.456091,0.655540783,"1,4,5",4,1,1,1,2,4,1,3,4,1,0,0,1,-1,-1,1,1,0,70,92,1,1,0,1,2,2,3,1,3,-3,-3,1,4,-3,4,-2,NA,3,-3,-3,-3,-2,0,1,-3,-4,3,-1,-3,-1,-2,-3,-4,-3,0,0,-4,-3,0,0,-1,"Banja Luka,Bijeljina,Prijedor",0
353,0,1,2,4,0,1,1,27,0.337,0.002,0.656,4,4,1,2,1,1,1,3,0,4,0,0,2,0,0,4,4,1,3,4,4,4,4,4,3,4,70.67156348,2.524127691,64.84780995,32.62806236,64.84780995,0.456091,0.655540783,4,4,3,2,3,1,4,4,2,4,1,-1,-1,1,-1,1,1,1,-1,65,61,1,1,0,1,1,1,3,0,-3,-3,-3,8,4,-3,1,-3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,Bijeljina,1
354,1,0,2,2,0,0,NA,19,NA,NA,NA,2,4,3,3,2,1,3,3,0,1,5,0,2,0,0,4,2,2,1,3,3,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
355,1,0,2,3,0,1,NA,19,NA,NA,NA,3,3,2,3,2,4,3,1,1,4,5,3,5,0,0,5,1,1,1,4,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
356,1,0,2,2,0,-3,NA,56,NA,NA,NA,4,4,3,3,3,3,3,3,1,4,0,0,0,0,0,3,1,4,1,4,4,2,2,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
357,1,0,1,2,0,-3,NA,42,NA,NA,NA,4,4,4,3,3,3,4,2,2,3,4,1,2,1,0,5,1,1,1,4,4,0,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
358,1,0,1,4,1,-2,NA,21,NA,NA,NA,4,4,0,0,1,4,4,0,2,4,5,0,5,0,0,0,3,1,1,4,4,0,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
359,1,0,1,6,1,-1,NA,29,NA,NA,NA,4,3,4,2,1,2,1,0,0,3,5,0,5,0,0,1,1,1,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
360,1,0,1,4,0,2,NA,26,NA,NA,NA,4,4,2,2,2,2,3,1,1,4,3,0,5,0,0,5,3,2,2,4,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
361,1,0,2,5,1,0,NA,31,NA,NA,NA,4,4,3,2,3,4,2,1,1,4,3,0,4,0,0,5,3,1,1,4,4,0,2,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
362,1,0,2,2,0,2,NA,21,NA,NA,NA,3,4,0,0,2,4,0,2,3,4,5,5,4,0,0,4,1,2,2,4,1,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
363,1,0,1,3,1,1,NA,23,NA,NA,NA,3,2,0,0,0,0,2,2,0,3,5,0,5,0,0,5,2,2,1,3,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
364,1,0,2,4,1,2,NA,36,NA,NA,NA,4,4,2,1,1,3,2,2,2,3,0,0,4,0,0,5,2,1,2,3,2,1,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
365,1,0,1,5,1,2,NA,35,NA,NA,NA,4,4,0,0,0,4,4,1,2,3,5,0,5,0,0,5,3,2,0,4,3,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
366,1,0,2,2,1,2,NA,34,NA,NA,NA,4,4,2,2,2,3,3,2,2,2,5,0,5,0,0,5,1,1,1,4,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
367,1,0,1,4,1,0,NA,35,NA,NA,NA,4,4,2,3,1,4,4,4,4,4,2,0,5,0,0,5,2,4,2,4,4,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
368,1,0,2,2,0,2,NA,42,NA,NA,NA,4,4,1,1,1,3,4,1,2,4,0,0,5,0,0,5,2,1,1,4,3,4,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
369,1,0,2,4,0,1,NA,24,NA,NA,NA,4,4,1,3,1,3,4,2,1,4,5,0,5,0,1,4,2,1,1,4,4,4,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
370,1,1,1,2,0,2,NA,19,NA,NA,NA,4,4,1,0,0,3,4,3,2,3,5,0,5,0,0,2,1,1,0,3,4,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
371,1,1,1,5,1,3,NA,49,NA,NA,NA,4,3,2,2,2,3,3,2,1,1,0,0,2,1,0,5,2,2,2,4,3,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
372,1,1,2,4,0,1,NA,23,NA,NA,NA,4,4,1,2,3,3,4,2,1,2,5,4,5,0,0,4,1,1,2,4,1,3,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
373,1,1,2,4,0,1,NA,19,NA,NA,NA,4,2,1,1,2,2,2,1,2,4,5,3,5,0,0,3,1,2,2,4,4,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
374,1,1,2,2,0,0,NA,20,NA,NA,NA,4,4,0,1,1,3,4,2,2,4,5,1,5,0,0,5,4,2,1,4,4,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
375,1,1,1,2,1,2,NA,45,NA,NA,NA,4,4,3,3,2,4,3,3,3,2,5,0,5,1,0,5,3,1,1,4,3,1,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
376,1,1,1,2,1,1,NA,22,NA,NA,NA,4,4,2,2,1,3,3,1,3,4,5,0,5,0,0,3,0,1,0,4,3,0,0,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
377,1,1,1,2,0,2,NA,19,NA,NA,NA,4,4,2,1,1,3,2,3,2,4,5,0,3,0,0,4,2,1,1,3,4,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
378,1,1,2,4,1,3,NA,23,NA,NA,NA,4,4,0,2,1,4,2,3,3,4,0,2,5,1,0,2,1,1,2,4,2,1,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
379,1,1,1,2,1,1,NA,21,NA,NA,NA,4,4,1,1,2,2,2,0,2,4,5,0,4,0,1,3,2,1,1,4,3,4,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
380,1,1,2,2,1,1,NA,52,NA,NA,NA,4,4,1,0,2,2,3,0,2,3,0,0,2,0,0,2,1,1,1,4,3,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
381,1,1,1,2,0,1,NA,19,NA,NA,NA,4,0,1,1,2,3,4,1,0,2,1,0,4,0,0,4,1,1,1,4,4,4,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
382,1,1,2,4,1,1,NA,44,NA,NA,NA,4,4,3,2,2,3,2,2,1,4,3,0,5,0,0,1,1,1,0,4,3,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
383,1,1,1,3,1,2,NA,31,NA,NA,NA,4,4,2,1,2,3,2,1,2,4,5,0,5,0,0,4,1,2,1,4,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
384,1,1,2,4,1,1,NA,31,NA,NA,NA,4,4,2,1,3,3,3,1,1,3,5,0,5,0,0,5,1,1,1,4,2,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
385,1,1,2,3,2,1,NA,28,NA,NA,NA,4,4,1,2,1,3,3,1,1,4,5,1,5,0,0,5,1,1,1,4,2,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
386,1,1,2,4,1,1,NA,25,NA,NA,NA,4,4,2,3,3,4,3,2,3,4,0,0,5,0,0,5,2,3,1,4,2,2,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
387,1,1,2,2,0,0,NA,27,NA,NA,NA,4,4,2,2,3,4,4,2,2,4,4,0,5,0,0,1,1,1,0,4,3,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
388,1,1,2,5,0,1,NA,22,NA,NA,NA,4,4,0,1,1,2,3,0,1,2,5,0,5,0,0,1,1,1,2,4,3,4,3,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
389,1,1,2,4,0,1,NA,19,NA,NA,NA,4,3,1,1,1,2,2,1,0,3,5,4,5,1,1,2,1,3,1,3,3,3,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
390,1,1,1,2,0,1,NA,19,NA,NA,NA,4,4,0,2,0,3,4,2,4,4,5,1,5,0,0,0,1,1,0,4,4,4,4,4,-2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
391,1,1,2,2,0,1,NA,20,NA,NA,NA,4,4,1,1,1,3,3,0,0,4,5,3,4,0,0,5,4,3,1,4,3,4,3,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
